job_id,business_title,category,processed_text
395070,"DIRECTOR, WORKFORCE1 TRAINING",5,director training seeking experienced director training integral member leadership team program team development division department small business service position manage local implementation federal individual training account program trade act adjustment taa program director must posse unique ability develop maintain productive relationship vendor partner underlying staff well manage high degree training provider internal external stakeholder customer also ability supervise small program management staff director training develop broad understanding program operation strategy performance budget problem solve issue arise director training directly executive director program work closely vendor partner internal team external partner center operation team candidate application training process result employment develop broad deep understanding development practice innovation labor market information training local state federal regulatory change work investment board new york state department labor develop implement training program policy conduct formal need assessment identify service gap customer develop streamlined process identify design new enhanced career training service offering better meet overall performance goal better support strategy advancement special population serve program lead program implementation center following responsibility monitor manage aspect vendor performance towards achievement exceeding training target provide status update regularly assistant commissioner executive director program senior staff develop maintain broad generalist understanding program operation content area performance strategy budget use understanding inform focus tone interaction center analyze performance date root cause problem new strategy improve business development fulfillment operation technology activity related success lead training center program staff manage staff towards divisional goal oversee data management function unit management distribution additional relevant program summary fiscal summary lead creation improvement distribution operational management information
368853,"EXECUTIVE DIRECTOR, CONSTRUCTION INDUSTRY PARTNERSHIP",5,executive director construction industry partnership first recommendation mayor de development strategy career pathway one city working together expanding industry partnership ensure new york city business able find talent thrive grow new skill qualification access job family sustaining wage industry partnership intermediary industry government organized labor philanthropy organization training provider work together drive economic vitality development superior talent pool inclusive new seeking executive director lead strategy investment construction industry partnership public facing role report first deputy commissioner department small business service responsible employer organized labor construction employer association trade group training provider partner build sustainable robust pipeline local talent fill new york construction job construction industry partnership develop strategy system meet employer demand talent training diversity new minority woman veteran student new provide intelligence insight trend political issue market dynamic public private construction particularly contractor issue training safety effectuate policy formulation programmatic intervention legislative action decision making foster collaboration organization active sector catalyze system change building capacity supporting scale effective intervention educational framework link training across provider ensure training informed employer demand building feedback loop industry training system work closely office development ensure million investment development informed meet need industry specific responsibility strategy investment construction training employment learning new york construction sector leverage align various tool initiative resource available help new gain access construction sector construction site safety training section develop test design collaborative strategy investment education training improvement job quality create industry informed competency map construction occupation develop alignment strategy support implementation serve source information assistance employer business organization community partner respect construction sector new york city related development education training organized labor employment activity work closely employer employer association organized labor stakeholder understand need determine appropriate vehicle meeting resident develop innovative strategy skill current construction worker particularly represent corporate partner organized labor city hall city council city agency stakeholder construction committee serve construction safety education career technical education construction commission work closely mayoral office city agency targeted program
402799,Deputy Press Secretary,5,deputy press secretary please note applicant permanent title administrative staff analyst considered department environmental protection environment public health new providing billion gallon high quality drinking water reducing air noise hazardous material pollution combined municipal water utility country nearly employee water supply system comprised reservoir lake throughout square mile watershed mile north west city bureau public affair communication responsible among thing agency contact medium information public press office support communication director deputy press secretary also support marketing program create implement plan coverage general public scope importance work activity critical successful agency duty include limited bureau seek hire deputy press secretary respond press inquiry mainly concerning issue respond general inquiry citizen issue concern prepare press release press advisory contribute weekly newsletter deputy press secretary also arrive compile daily news clip relevant news article throughout agency deputy press secretary also part rotation hour duty ensure evening weekend coverage press office deputy press secretary also help social medium program attend press interview department official assist special event environment physical duty job deputy press secretary regularly sit use hand handle feel talk hear employee frequently reach hand arm employee occasionally stand walk stoop kneel crouch crawl specific vision ability job include close vision complete computer task distance vision ability adjust focus employee regularly attend meeting training similar engagement employee may move foot vehicle accomplish task employee may wear protective gear boot visiting project site employee may work beyond normal hour work day working instrument desk lap top computer telephone copier scanner printer calculator smart phone related product word access excel
415319,Principal Nutrition Consultant,5,principal nutrition consultant administrative direction activity subordinate personnel program site provision meal elderly well provision individual nutrition train guidance subordinate personnel assign supervise nutrition consultant plan conduct training development program review document finding prepared subordinate personnel evaluate performance subordinate personnel determine nature extent program site need service aspect agency site program provide orientation consultation training nutrition consultant menu food storage preparation cost control therapeutic diet medical nutrition therapy nutrition education activity necessary running effective program interpret nutritional standard guideline meal preparation establish maintain mechanism evaluate ass effect program target population maintain professional relationship educational research governmental group department health mental hygiene order participate mutually beneficial exchange information regarding nutrition program technique represent department aging meeting professional conference prepare report document participate special project assigned monitor senior center home meal program provide nutrition
413518,CAB/NAB Liaison,5,liaison new york city department youth community development network organization program alleviate effect poverty provide opportunity new community flourish new york city department youth community development support youth community service contract broad network organization throughout new york city central task available city state federal fund wide range innovative practical quality program positively impact youth community community action agency new york city federal community service block grant funded program assist low income individual family attain skill knowledge motivation opportunity need become productive member community order maximize impact federal target fund community neighborhood development area initiative working neighborhood advisory board nabs across city member community action board cab foster engagement ensure resident opportunity contribute change neighborhood service address pressing need community nab made volunteer member community seeking community action board neighborhood advisory board liaison supervision latitude exercise independent action decision making serve liaison cab b serve liaison portfolio nabs perform following duty help manage membership recruit train sustain engagement volunteer serve nabs portfolio conduct outreach build awareness increase membership cultivate growth community member community leader engage constructively related local neighborhood initiative attend cab nab meeting ensure well occur routine basis would include weekend evening relevant documentation membership application meeting agenda minute handled appropriately timely efficient manner maintain record activity board member cab nab meeting electronic well hard file schedule nab meeting arrange meeting promote attendance assist initiative public event like street fair community forum event national night crime may include weekend evening provide technical cab nab member bolster proficiency related board governance result management accountability practice well adherence protocol rule bylaw monitor analyze longitudinal performance cab nab program provide periodic report provide regular update supervisory staff concerning current program along recommendation improve delivery service flow work local community organization community board official office nab district raise awareness assist agency determine service need implementation periodic community need assessment street survey key stakeholder survey public hearing serve representative meeting conference public hearing community event symposium perform difficult responsible clerical operation perform duty assigned directed
404209,Deputy Director,5,deputy director permanent administrative contract specialist strongly encourage apply new york city department youth community development network organization program alleviate effect poverty provide opportunity new community flourish deputy director management team supervise content specialist specific duty deputy director include help analyze interpret use data inform decision within unit train compass staff identify develop support strategic partnership strengthen compass model field collaboration stakeholder capacity building unit help design training professional development plan support best practice better alignment training technical assistance advance program quality implementation program development strategy disseminate best practice professional development strategy practitioner guide dissemination communication strategy supervise staff participate advisory team advance compass program quality development material tool support collaborate team content specialist build refine curriculum assessment management
426210,"Assistant Commissioner, Community Relations",5,assistant commissioner community relation commission human right commission agency new york city human right law one expansive civil right law nation law enforcement bureau commission claim public power initiate investigation affirmatively root discrimination harassment retaliation violation community relation bureau take action prejudice intolerance bigotry discrimination violence harassment education training outreach effort mechanism partnership relationship stakeholder community bureau collaborate closely work towards goal fostering mutual understanding respect among new encouraging equality treatment throughout city commission seeking hire qualified assistant commissioner particular knowledge diverse community within new york city serve assistant commissioner community relation responsible daily supervision management community relation bureau personnel ensure successful delivery fulfillment outreach objective outcome assistant commissioner manage outreach personnel outreach performance metric deputy commissioner community relation assistant commissioner community relation serf second command community relation bureau assistant job duty responsibility include limited job description provide management support director borough outreach strategic partnership community board community based organization relevant entity manage lead advisor deepening relationship respective community issue area oversight bias response intervention identify population engage creative effective outreach strategy create implement professional development opportunity staff represent commission public meeting local neighborhood community project celebration community event assist deputy commissioner community relation internal operational function key performance indicator delivery information conflict request perform special project manage community relation initiative
414200,Program Youth Coordinator,5,program youth new york city department youth community development network organization program alleviate effect poverty provide opportunity new community flourish supervision director deputy director cornerstone program latitude exercise independent action decision making function primarily community organizer cornerstone program contract within assigned region following assist development advisory board outreach community event general governance board site visit provide technical assistance running youth adult committee activity staff may include field trip youth adult outreach plan helping goal program policy procedure monitor organization contractor technical assistance corrective action contractor work funded ass program quality via implementation follow participant survey focus group respond internal external inquiry cornerstone program request information presentation fair technical assistance development program design budget order ensure program effectively board meeting activity overall administration service prepare unit report limited biweekly update accomplishment report data program summary presentation written verbal report keep record administrative detail unit youth development workshop provided throughout year strong communication skill professional written verbal manner computer literate basic skill word excel outlook
356797,PROGRAM MANAGER,5,program manager please read posting carefully make certain meet minimum qualification requirement position part year plan create safe clean connected community resident preserve new york city public housing asset next generation since may rolled targeted strategy goal improving resident quality life transparency infrastructure improvement stakeholder engagement resident engagement department resident outreach education information special focus youth senior tenant association addition community resident engagement additionally tenant participation fund program duly resident association activity support quality life deputy director program manager tenant participation fund program related initiative key responsibility include limited following review approve proposal resident association ensure eligibility appropriate hud guideline maintain regular appropriately monitor proposal spending refine update current resident association training curriculum explore new tool increase effectiveness frequency training well measure effectiveness ensure resident association resource guidebook related form web property remain current draft guidance appropriate working administration unit support quarterly spending reconciliation process build maintain effective relationship resident association ensure ongoing communication resident community facilitate resident meeting training event related tenant participation fund related initiative appropriate provide strategic support deputy director special project perform related duty
384945,Senior Program Manager,5,senior program manager permanent associate contract specialist strongly apply new york city department youth community development network organization program alleviate effect poverty provide opportunity new community flourish supervision deputy director latitude exercise independent action decision making senior program manager responsible contract perform following duty monitor ass provider performance ensure program administration practice result high quality service fiscal accountability clearly communicate program policy procedure guide provider ensure achieve contractual goal limited recruitment job development data entry enrollment placement payroll evaluation program file upkeep provide technical submission program work scope budget documentation utilize become proficient information management system program contract performance system conduct field visit program site provide technical assistance assessment summer conduct audit program record contractor site make visit support special initiative event supervise seasonal program support staff distribute assignment review report compile analyze present program performance statistic inform support management evaluation project task support unit program note position open qualified person disability eligible program please indicate cover letter would like considered position program
422068,Highway Transportation Specialist,5,highway transportation specialist highway transportation specialist assigned provide assistance preparation distribution construction meeting ensure among multiple entity compile analyze construction project data schedule review logistics plan conduct site visit ass progress compliance dot construction permit stipulation assist construction project requirement preparation construction permit assist investigating constituent issue follow contractor requirement
403634,Community Service Aide,5,community service aide department probation dop world leader working creatively effectively engaging people community supervision innovative partnership people organization throughout new york city dop opportunity probation access service opportunity positively impact life trajectory following best current data staff dop engage meaningful relationship probation effort enhance community safety decrease recidivism dop seek hire client service representative assist operation probation office successful candidate limited latitude independent judgment liaison related work agency individual serf specific duty include limited greeting client member public upon arrival dop office request information dop procedure telephone inquiry dop client public request appointment copy case file related material address change court inquiry routine office task may include filing record case file related material routing supervision case folder various document digital probation client compilation report language interpretation service individual unable communicate effectively completion form permission travel providing client information various resource improving communication dop client information request case management office system case status transfer case well entering court event pertaining probation supervision logging case generating case number face sheet entering violation probation information maintenance office supply distribution mail maintenance record room organization meeting community activity
318180,"DIRECTOR, BUSINESS PROGRAMS",5,director business program director business program operation oversee program capital access business education legal service program provided combination staff business solution center industrial business service provider well specialized program vendor program providing support service help business start operate expand director responsible new program focus education access capital legal service small business innovation integrity service central role oversee team employee work vendor partner staff position report executive director center operation specific responsibility include capital access oversee capital access team drive performance fund service capital access portfolio assistance service contract loan fund bond collateral assistance fund additional capital access program identify gap defined unmet customer need opportunity implement new innovative initiative regularly launch new connect business capital working lender create new product professional development staff pipeline maintenance business education oversee launch implementation course offering aspiring business owner new york city service quality impact data intervention skill knowledge gap best practice adult business education create new educational pathway center customer course align business need business consume multiple service legal service oversee commercial lease assistance program legal service team ensure impact performance manage expand legal service business client general program center management work center management staff new product service agency limited mentorship professional development track manage budget program portfolio working closely team collaborate center operation team improve scale service across system ensure service quality address need business owner serve identify professional development opportunity program center staff overall strategy build capacity system meet strategic objective program goal support pipeline development management core service area track report performance regular basis staff lead procurement new program service purchase portfolio evaluate propose improvement program maximize impact ensure continued relevance program service business owner throughout new york city additional duty assigned
417302,Safety Education Outreach Coordinator,5,safety education outreach special event program office safety education outreach helmet fitting event project health fair overtime evening weekend event safety education helmet fitting program work closely council member staff across city schedule advertise fitting event community throughout spring summer fall responsible filling calendar beginning end timely information helmet fitting project provided dot safety education public calendar social medium press release promotional material helmet event schedule training staff dot unit helmet fitting program train group captain dot support appropriate work chief staff assign appropriate staff event location helmet fitting site plan event helmet fitting event supervise activity address issue arise appropriate delivery cyclist forum outreach community ensure attendance plan conduct safety zone traffic safety training activity school throughout five borough us traffic data select location contact school schedule provide program appropriate grade work supervisor schedule educator assist school visit act liaison city agency vendor school community organization involved educational theater program ensure party involved kept date request participation health fair community event work school community event organizer chief staff schedule staff material event assist event stadium venue evening weekend event help educate general public update system track provide monthly report helmet track school event program project goal work educator create special outdoor event produced include driver education afterschool parent activity community board school board community education council principal teacher parent meeting representative dot provide presentation available safety education program service
405753,Discriminatory Harassment Investigator,5,discriminatory harassment investigator commission human right commission agency new york city human right law one expansive civil right law nation law enforcement bureau commission claim public power initiate investigation affirmatively root discrimination harassment retaliation violation community relation bureau take action prejudice intolerance bigotry discrimination violence harassment education training outreach effort mechanism partnership relationship stakeholder community bureau collaborate closely work towards goal fostering mutual understanding respect among new encouraging equality treatment throughout city commission seeking hire qualified human right specialist particular knowledge queen diverse immigrant community within borough serve job description assist outreach issue related law community group tenant group organization educational institution nonprofit organization private entity faith based institution governmental agency especially identify population engage creative effective outreach strategy provide community culturally appropriate response bias incident explore restorative response bias incident partnership impacted community provide technical assistance training community group organization work represent commission public meeting local neighborhood community project celebration community event prepare submit report form accordance agency requirement enter update retrieve information electronic information storage system facilitate agency operation duty advance work engage collaboration
425150,Community Coordinator,5,community direction supervision borough commissioner special assignment project perform research analytical work related transportation identify make recommendation inform agency policy provide input regard scope work various project develop target execution comprehensive plan action prepare collect data borough office correspondence ad status report community board official division within dot agency ensure capital project study move forward efficiently investigate resolve inquiry citizen official attend site visit official community board civic group investigate resolve issue represent commissioner meeting directed provide dot press office information assist response press organization address resolve issue articulate position accordance guideline set borough commissioner assist borough commissioner borough budget consultation meeting
413852,"Project Manager, Strategic Planning",5,project manager strategic please note applicant permanent title associate staff analyst considered department environmental protection environment public health new providing billion gallon high quality drinking water reducing air noise hazardous material pollution combined municipal water utility country nearly employee water supply system comprised reservoir lake throughout square mile watershed mile north west city bureau public affair communication public information community outreach legislative affair agency responsible press medium inquiry environmental education special project event production public information print electronic responsibility graphic photographic need bureau work closely various bureau within agency develop city long term strategy improve water quality water quality modeling watershed environmental review water conservation initiative climate change resiliency ecological restoration activity hazardous waste issue exciting opportunity highly individual serve community outreach within bureau public affair communication responsibility include limited support public engagement effort municipal m green infrastructure program create deliver presentation variety audience community board environmental advocacy group manage new catch basin program support creation recruitment marketing material process application recruit volunteer develop beach cleanup volunteer program least two beach cleanup per year support volunteer opportunity public rain garden adoption catch basin adoption initiate develop positive relationship environmental stakeholder community member attend table community city event promote various program green infrastructure grant program m education opportunity maintain record public engagement opportunity various state federal requirement support bureau creation outreach marketing physical requirement physical demand representative may selected candidate successfully perform essential function position duty position employee regularly sit use hand handle feel talk hear employee frequently reach hand arm employee regularly attend meeting training similar engagement employee may move foot vehicle accomplish task specific vision ability job include close vision distance vision ability adjust focus work instrument desk lap top computer telephone copier scanner printer calculator smart phone related product word access excel
400225,Director of LGBTQ Equity,5,director equity director equity administration service office equity report director equity strategy expert guidance leadership practice across division contractor director responsible working closely division contractor policy practice reduce disparity improve outcome young people family within child welfare juvenile justice system monitor compliance policy task responsibility director include innovate program technical assistance service model address issue child welfare juvenile justice nationally represent leadership partner unity project mayoral initiative support youth across city agency participate advise working group contracted service gender nonconforming child build maintain active working relationship communication practice across division community service provider stakeholder convene lead ad working group necessary build maintain relationship public private innovate new service program model expand relationship local state national organization around area best practice serving young people involved partner institute continuously review adapt training professional development provider staff current information best practice partner division survey collect data young people contracted child welfare juvenile justice program service use accountability lead support special project
389713,PARALEGAL AIDE - LEVEL 2,5,aide level law department seeking currently permanent aide level position interstate child support unit family court position responsible work degree difficulty responsibility supervision higher level staff attorney qualified candidate latitude independent initiative judgment perform one following type duty review evaluate child support case prepare correspondence state work collaboratively assigned attorney gather discovery evidence proceed court interview local custodial parent prepare necessary send state residence parent maintain contact state local parent completion case research case information law manager perform legal research data entry enter case internal case creation perform routine administrative duty necessary telephone calendar attorney physical activity environmental condition experienced include lifting carrying box file climbing stair traveling throughout city type public transportation walking kind weather often carrying file
420684,Community Associate,5,community associate department dot mission provide safe efficient environmentally responsible movement people good city new york maintain enhance transportation infrastructure crucial economic vitality quality life primary customer city resident dot equal opportunity employer recruiting diverse open inclusive environment community associate perform community outreach pedestrian ramp upgrade area respond routine pedestrian ramp complaint ongoing construction participate booth event summer street provide information regarding pedestrian ramp upgrade program serve liaison city agency utility company private construction firm regarding prevention construction bottleneck answer phone call regarding ongoing construction attend community board town hall meeting discus upcoming pedestrian ramp construction
426206,Compliance Analyst,5,compliance analyst division housing supervision large portfolio residential property unit notably approximately unit comprise stock housing supervision also senior rent increase exemption senior living development across city housing supervision property portfolio safe habitable compliant city state federal requirement financially viable remain affordable current future resident housing supervision looking compliance analyst oversee property compliance rule income verification residency unit impact development important source affordable housing low moderate new privately heavily heavily regulated compliance analyst division housing supervision help oversee important stock affordable housing role role compliance analyst ensure development rule order preserve significant affordable housing resource key responsibility conduct analysis resident income rent occupancy information collaborate agent property obtain review key information purpose prepare report finding compliance review work agent address resolve compliance finding assist development appropriate policy process enhance compliance methodology necessary perform field audit site visit ensure compliance review audit finding resolved agent business process ensure continued success
398055,WORKFORCE1 OPERATIONS MANAGER,5,operation manager implement development program system program service career center center contracted service provider include nonprofit educational organization career center connected new job system strategy place emphasis quality job portfolio program strengthen candidacy customer center invest resource candidate quality job align living wage standard offer hour well supporting candidate strategic partner community partner program candidate service training program operation team improving quality service delivery career center increasing effectiveness efficiency program recruitment service job candidate business customer seeking experienced manager oversee relationship performance vendor partner operating career center operation manager oversee portfolio center initiative serf primary contact providing guidance technical assistance business development recruitment agency resource ie business solution toward system goal target operation manager develop broad understanding center operation sale recruitment strategy performance budget problem solve issue support outcome operation manager identify center system challenge opportunity operational need well address vendor partner concern support successful performance manager manage portfolio limited following responsibility performance management monitor manage aspect vendor performance related achievement contractual programmatic goal target sale business development candidate recruitment quality customer service successful referral available job establish maintain broad understanding federal state local mandate content area labor market data sector strategy support service delivery drive comprehensive program management effort support advancement center performance analysis management operation support technical assistance budget contract validation support vendor management develop maintain strong relationship vendor partner dependable resource serve communication hub primary point contact center assure vendor alignment operating guide contribute operating guide center support champion strategy building diverse job opportunity portfolio sale assist executive director director facilitation industry knowledge session sector expert deepen sale recruitment understanding business prospect recruitment tactic provide administrative support field team select large scale recruitment effort internal work operation manager identify challenge sale candidate propose solution benefit individual center system make recommendation improvement system
395155,"PROJECT MANAGER, PMO",5,project manager seek project manager work program management office supervision executive director project manager manage one major information system project working business stakeholder technology staff city agency contracted vendor responsibility include project program management analyze record track progress toward key objective scope resource requirement multiple interdependent initiative develop prepare help implement project plan ensure establishment adherence project outline resource successful implementation initiative monitor result ensure goal met create structure governance accountability lead clear definition role responsibility ensure role responsibility expectation met business unit business requirement gathering demonstrate consistent sound independent aptitude thorough accurate clear documentation business need review functional specification advise difficult resolve operation technological issue perform oversee documentation requirement specification system business process analysis collect map analyze document business process dependency within agency understand process connect interaction city resource resolve difficult operation technological issue identify opportunity process improvement technology solution review technology staff review technological operational solution ensure create maximum positive impact user experience provide data analysis support procurement requirement gathering user testing phase development collection synthesis data assist collection documentation analysis relevant metric inform continuous process system improvement assist production various performance management report data multiple agency system
349806,"PROGRAM MANAGER, INDUSTRIAL BUSINESS SERVICE PROVIDER",5,program manager industrial business service provider department small business service business support initiative deliver direct assistance firm construction transportation wholesale distribution sector network nonprofit organization industrial business service provider firm within sector provided support connection city service current service include government training incentive program manager operation initiative designed sustain enhance level service delivery provided industrial business responsibility program manager include working vendor delivery contract goal contract deliverable best practice process quality consistency accountability across provider exciting opportunity manage operation partnership development program role responsibility director center operation program manager monitor program performance ensure success service provided industrial business service provider collection necessary data specific responsibility include limited manage program operation established program policy procedure monitor manage vendor performance towards goal review provide feedback business development plan provider analyze evaluate strategy activity business pipeline ensure monthly financial report time ensure accurate timely data input propose annual program contract goal working director support contract renewal procurement requirement provide support operation industrial business service provider oversee training vendor staff hold vendor performance meeting train support vendor correct service delivery data management ensure alignment business pipeline performance target build maintain relationship service provider city agency organization external stakeholder document need industrial business maintain quality assurance system ensure intended program output outcome met propose manage key performance indicator program goal manage program goal towards key performance indicator working director marketing communication ensure program promotion identify program improvement risk escalate necessary senior program manager conduct research market trend assist operational task project produce operation performance report create run report responsive ad need executive staff city hall compile performance outcome data community event partner executive staff ensure sound accurate program goal support development new performance indicator method measurement conduct quantitative analysis support development new procedure policy assist operational task project
401486,Communications Director,5,communication director civilian complaint review board new york independent police oversight agency receive investigate make finding prosecute recommend action complaint new york city police officer allege use excessive force abuse authority discourtesy offensive language investigation impartial fashion investigative staff comprised entirely civilian employee approximately complaint year additional information concerning available civilian complaint review board seeking seasoned communication director experience strategic crisis communication communication director report directly senior advisor secretary board responsible execution agency communication strategy communication office staff communication director work closely press secretary internal external communication message also work secretary board director outreach public education engagement initiative generating advertising marketing material elevate profile brand goal communication office expand reach increasing public medium awareness service oversight power recommendation reform related transparency accountability mission mandate conduct independent impartial investigation meaningful dialogue relation supervision communication director member communication team respond wide range medium inquiry cultivate maintain good working relationship reporter producer staff routinely agency report policy initiative public board meeting news release advisory social medium interview board chair executive director communication team also update web content outreach calendar trial calendar public meeting notice statistical report
405765,Associate Human Rights Specialist,5,associate human right specialist commission human right commission agency new york city human right law one expansive civil right law nation law enforcement bureau commission claim public power initiate investigation affirmatively root discrimination harassment retaliation violation community relation bureau act prejudice intolerance bigotry discrimination bias related violence harassment education training outreach effort mechanism partnership relationship stakeholder community bureau collaborate closely work towards goal fostering mutual understanding respect among new encouraging equality treatment throughout city commission seeking hire qualified associate human right specialist particular knowledge queen diverse immigrant community within borough serve job description assist outreach issue related law community group tenant group organization educational institution nonprofit organization private entity faith based institution governmental agency especially identify population engage creative effective outreach strategy provide technical assistance training community group organization work represent commission public meeting local neighborhood community project celebration community event prepare submit report form accordance agency requirement enter update retrieve information electronic information storage system facilitate agency operation duty advance work engage collaboration
361257,Outreach Intern,5,outreach intern looking four responsible college aide serve outreach intern selected candidate may responsible following task translation translation review looking intern fluent language addition assist u translation translation review language include creole polish vision zero safety education intern responsible vision zero safety education licensee visiting base taxi garage give presentation distribute information vision zero mayoral initiative eliminate pedestrian fatality intern department help make street licensee vision zero safe driving principle licensed driver sign safe driving pledge answer question licensee may vision zero outreach initiative intern also responsible distribution outreach material may entail event driver passenger visiting base taxi garage development outreach material meeting stakeholder lost property intern may responsible various task lost property department lost property inquiry passenger vehicle item left vehicle work reunite passenger lost
403135,OUTREACH AND RETENTION SPECIALIST,5,outreach retention specialist temporary assignment may new york city housing authority strategic plan protect preserve new york public housing built upon vision create safe clean connected community part community engagement department resident economic empowerment working develop implement program policy collaboration measurably support economic opportunity focus asset building employment advancement adult education training business development zone model approach leverage partner resource expand economic opportunity public housing resident service new approach generate economic opportunity resident neighborhood strategically spend provide comprehensive economic empowerment platform additional capacity around financial literacy asset building business development reduce duplication service better limited resource enable better partner organization government agency philanthropy community college school employer key stakeholder drive resource investment public housing neighborhood seeking dynamic outreach retention specialist join adult education training team support new comprehensive training program expand resident training academy connect resident training employment initiative ensure resident best prepared economic opportunity real estate development project capital work include construction training academic preparation aptitude exam construction bridge training track outreach retention specialist responsible recruitment support placement job retention graduate outreach retention specialist report assistant director adult education training special initiative end june responsibility shall include limited following conduct recruitment engaging resident variety method limited tabling hosting information session serve liaison various community stakeholder resident leader resident association referral partner work partnership intake outreach adult education training job generation unit contracted training provider meet yearly training placement program goal assist creation marketing material flyer social medium message letter content availability community space partner campus conduct session facilitate resident information session source graduate employment opportunity provide follow communication resident job order create structure provide resident retention support post placement source graduate union apprenticeship program communicate resident throughout referral process create structure provide resident retention support throughout duration apprenticeship ass outcome resident referral employment union apprenticeship opportunity determine potential barrier provide information resource address barrier communicate contracted training provider regarding graduate employment referral participate contracted training partner call perform daily data entry employment union apprenticeship referral disposition progress note adhere privacy protocol around personal identifiable information produce weekly report outreach effort employment connection job retention outcome document resident success graduate testimonial success story respond resident phone timely manner participate wide meeting related duty please read posting carefully make certain meet qualification requirement position
